"","Date","Meantemp"
"1",2010-01-01,16.8161290322581
"2",2010-02-01,17.9607142857143
"3",2010-03-01,20.1967741935484
"4",2010-04-01,21.34
"5",2010-05-01,25.9548387096774
"6",2010-06-01,27.55
"7",2010-07-01,29.6096774193548
"8",2010-08-01,29.2032258064516
"9",2010-09-01,28.5633333333333
"10",2010-10-01,25.2032258064516
"11",2010-11-01,21.18
"12",2010-12-01,17.6903225806452
"13",2011-01-01,12.9483870967742
"14",2011-02-01,15.9142857142857
"15",2011-03-01,17.6548387096774
"16",2011-04-01,22.68
"17",2011-05-01,25.8451612903226
"18",2011-06-01,28.6666666666667
"19",2011-07-01,28.9225806451613
"20",2011-08-01,29.541935483871
"21",2011-09-01,27.95
"22",2011-10-01,24.5838709677419
"23",2011-11-01,22.7333333333333
"24",2011-12-01,16.1161290322581
"25",2012-01-01,14.1516129032258
"26",2012-02-01,15.1172413793103
"27",2012-03-01,18.558064516129
"28",2012-04-01,23.6433333333333
"29",2012-05-01,26.8935483870968
"30",2012-06-01,27.9433333333333
"31",2012-07-01,28.5225806451613
"32",2012-08-01,29.1451612903226
"33",2012-09-01,27.5
"34",2012-10-01,24.8
"35",2012-11-01,21.5766666666667
"36",2012-12-01,17.3258064516129
"37",2013-01-01,16.1
"38",2013-02-01,18.8
"39",2013-03-01,20.0806451612903
"40",2013-04-01,21.6166666666667
"41",2013-05-01,25.8741935483871
"42",2013-06-01,28.4333333333333
"43",2013-07-01,28.2161290322581
"44",2013-08-01,28.8225806451613
"45",2013-09-01,27.7333333333333
"46",2013-10-01,25.1838709677419
"47",2013-11-01,21.0966666666667
"48",2013-12-01,14.5548387096774
"49",2014-01-01,15.1032258064516
"50",2014-02-01,14.625
"51",2014-03-01,18.2225806451613
"52",2014-04-01,22.2833333333333
"53",2014-05-01,25.9774193548387
"54",2014-06-01,28.62
"55",2014-07-01,29.4387096774194
"56",2014-08-01,28.5129032258065
"57",2014-09-01,28.41
"58",2014-10-01,25.6838709677419
"59",2014-11-01,22.1466666666667
"60",2014-12-01,15.5290322580645
"61",2015-01-01,15.6870967741935
"62",2015-02-01,17.1321428571429
"63",2015-03-01,19.4645161290323
"64",2015-04-01,23.0433333333333
"65",2015-05-01,27.1677419354839
"66",2015-06-01,29.73
"67",2015-07-01,29.041935483871
"68",2015-08-01,29.0193548387097
"69",2015-09-01,28.13
"70",2015-10-01,25.4258064516129
"71",2015-11-01,23.6366666666667
"72",2015-12-01,17.8870967741935
"73",2016-01-01,15.5161290322581
"74",2016-02-01,14.6310344827586
"75",2016-03-01,17.0225806451613
"76",2016-04-01,23.6
"77",2016-05-01,26.5387096774194
"78",2016-06-01,29.1366666666667
"79",2016-07-01,29.7193548387097
"80",2016-08-01,28.4548387096774
"81",2016-09-01,27.8
"82",2016-10-01,26.3612903225806
"83",2016-11-01,21.36
"84",2016-12-01,18.9903225806452
"85",2017-01-01,17.9741935483871
"86",2017-02-01,16.4035714285714
"87",2017-03-01,19.0903225806452
"88",2017-04-01,22.8866666666667
"89",2017-05-01,25.7709677419355
"90",2017-06-01,28.98
"91",2017-07-01,29.0225806451613
"92",2017-08-01,29.641935483871
"93",2017-09-01,29.04
"94",2017-10-01,26.1709677419355
"95",2017-11-01,21.9933333333333
"96",2017-12-01,17.8032258064516
"97",2018-01-01,15.758064516129
"98",2018-02-01,15.5964285714286
"99",2018-03-01,20.2612903225806
"100",2018-04-01,23.08
"101",2018-05-01,28.2096774193548
"102",2018-06-01,28.3866666666667
"103",2018-07-01,29.1032258064516
"104",2018-08-01,28.4935483870968
"105",2018-09-01,27.8766666666667
"106",2018-10-01,24.6193548387097
"107",2018-11-01,22.5366666666667
"108",2018-12-01,18.2322580645161
"109",2019-01-01,17.5612903225806
"110",2019-02-01,19.7678571428571
"111",2019-03-01,20.6225806451613
"112",2019-04-01,24.5333333333333
"113",2019-05-01,25.3290322580645
"114",2019-06-01,28.8964285714286
"115",2019-07-01,29.458064516129
"116",2019-08-01,29.3677419354839
"117",2019-09-01,28.5033333333333
"118",2019-10-01,26.1225806451613
"119",2019-11-01,22.3366666666667
"120",2019-12-01,18.5516129032258
"121",2020-01-01,18.0967741935484
"122",2020-02-01,18.0344827586207
"123",2020-03-01,21.0290322580645
"124",2020-04-01,21.55
"125",2020-05-01,27.6032258064516
"126",2020-06-01,29.47
"127",2020-07-01,30.4193548387097
"128",2020-08-01,28.9806451612903
"129",2020-09-01,28.2233333333333
"130",2020-10-01,25.3645161290323
"131",2020-11-01,23.16
"132",2020-12-01,17.4870967741935
"133",2021-01-01,15.441935483871
"134",2021-02-01,18.8142857142857
"135",2021-03-01,21.6645161290323
"136",2021-04-01,23.7433333333333
"137",2021-05-01,28.9838709677419
"138",2021-06-01,28.82
"139",2021-07-01,29.6935483870968
"140",2021-08-01,28.7096774193548
"141",2021-09-01,29.4333333333333
"142",2021-10-01,25.5483870967742
"143",2021-11-01,21.5166666666667
"144",2021-12-01,18.1354838709677
"145",2022-01-01,17.6032258064516
"146",2022-02-01,14.7821428571429
"147",2022-03-01,21.5225806451613
"148",2022-04-01,23.4066666666667
"149",2022-05-01,25.0290322580645
"150",2022-06-01,28.8428571428571
"151",2022-07-01,30.1548387096774
"152",2022-08-01,28.8290322580645
